Volgorde;group_straatadvertenties/Foto_advertentie;Link Sciensano Server;group_straatadvertenties/Foto_advertentie_URL;Record_your_current_location;lat;lon;group_straatadvertenties/_Record_your_current_location_latitude;group_straatadvertenties/_Record_your_current_location_longitude;group_straatadvertenties/_Record_your_current_location_altitude;group_straatadvertenties/_Record_your_current_location_precision;_index;_parent_table_name;_parent_index;_submission__id;_submission__uuid;_submission__submission_time;_submission__validation_status;_submission__notes;_submission__status;_submission__submitted_by;_submission__tags;Type advertentie;public transport (Y/N);Promo char;Desc promo char;Premium offers;Desc premium offer;Nr food;Naam voedingsmiddel;Merk voedingsmiddel;Category (WHO);UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;Opmerkingen
1662;1659437115364.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437115364.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437115364.jpg;51.0314317 4.4828783 74.0 2.04;510.314.317;44.828.783;510.314.317;44.828.783;74;2.04;1107;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;1;Y;;;;;;Spa fruit: mango grapefruit, lemon cactus, strawberry lemon;Spa ;4d;4;1;E;
1663;1659437254956.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437254956.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437254956.jpg;51.0317525 4.4831866 77.1 2.35;510.317.525;44.831.866;510.317.525;44.831.866;77.1;2.35;1108;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;Y;1;Kabouter;;;;;La Chouffe;A;5;A;;
1664;1659437267335.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437267335.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437267335.jpg;51.031756 4.4831898 72.19999999999999 1.85;51.031.756;44.831.898;51.031.756;44.831.898;7.219.999.999.999.990;1.85;1109;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;Y;1;Kabouter;;;;;La Chouffe;A;5;A;;
1665;1659437430305.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437430305.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437430305.jpg;51.0307374 4.4824553 80.69999999999999 2.233;510.307.374;44.824.553;510.307.374;44.824.553;8.069.999.999.999.990;2.233;1110;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;4;N;;;;;1;;Dagwinkel;NA;;NA;;
1666;1659437430305.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437430305.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437430305.jpg;51.0307374 4.4824553 80.69999999999999 2.233;510.307.374;44.824.553;510.307.374;44.824.553;8.069.999.999.999.990;2.233;1110;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;4;N;;;;;2;Magnum, cornetto, ben & jerry´s;Ola;5;4;13;E;
1667;1659437430305.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437430305.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437430305.jpg;51.0307374 4.4824553 80.69999999999999 2.233;510.307.374;44.824.553;510.307.374;44.824.553;8.069.999.999.999.990;2.233;1110;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;4;N;;;;;3;Magnum;Ola;5;4;13;E;
1668;1659437430305.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437430305.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437430305.jpg;51.0307374 4.4824553 80.69999999999999 2.233;510.307.374;44.824.553;510.307.374;44.824.553;8.069.999.999.999.990;2.233;1110;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;4;N;;;;;4;;Coca-cola;4d;4;1;E;
1669;1659437430305.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437430305.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437430305.jpg;51.0307374 4.4824553 80.69999999999999 2.233;510.307.374;44.824.553;510.307.374;44.824.553;8.069.999.999.999.990;2.233;1110;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;4;N;;;;;5;;Red-bull;4c;4;1;E;
1670;1659437430305.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437430305.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437430305.jpg;51.0307374 4.4824553 80.69999999999999 2.233;510.307.374;44.824.553;510.307.374;44.824.553;8.069.999.999.999.990;2.233;1110;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;6;Gin ;Gordon;A;5;A;;
1671;1659437430305.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437430305.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437430305.jpg;51.0307374 4.4824553 80.69999999999999 2.233;510.307.374;44.824.553;510.307.374;44.824.553;8.069.999.999.999.990;2.233;1110;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;7;N;;;;;7;;Nayaa food & bar;NA;;NA;;
1672;1659437444570.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437444570.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437444570.jpg;51.0305848 4.4824516 73.0 2.033;510.305.848;44.824.516;510.305.848;44.824.516;73;2.033;1111;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;4;N;;;;;;Cornetto;Ola;5;4;13;E;
1673;1659437455475.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437455475.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437455475.jpg;51.0305072 4.4824472 71.0 2.38;510.305.072;44.824.472;510.305.072;44.824.472;71;2.38;1112;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;7;N;;;;;1;;Nayaa food & bar;NA;;NA;;
1674;1659437455475.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659437455475.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659437455475.jpg;51.0305072 4.4824472 71.0 2.38;510.305.072;44.824.472;510.305.072;44.824.472;71;2.38;1112;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;4;N;;;;;2;;Lays;3a;4;13;E;
1675;1659438437643.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438437643.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438437643.jpg;51.0283071 4.4821334 72.9 2.083;510.283.071;44.821.334;510.283.071;44.821.334;72.9;2.083;1113;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;3;N;;;;;1;;Coca-cola;NA;;NA;;
1676;1659438437643.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438437643.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438437643.jpg;51.0283071 4.4821334 72.9 2.083;510.283.071;44.821.334;510.283.071;44.821.334;72.9;2.083;1113;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Belegd broodje;;9;4;ND;;
1677;1659438449953.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438449953.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438449953.jpg;51.0283486 4.4821062 75.4 2.04;510.283.486;44.821.062;510.283.486;44.821.062;75.4;2.04;1114;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;1;N;;;;;;;Coca-cola;4d;4;1;E;
1678;1659438707188.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438707188.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438707188.jpg;51.0283086 4.4810734 53.099999999999994 1.96;510.283.086;44.810.734;510.283.086;44.810.734;53.099.999.999.999.900;1.96;1115;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Duvel;A;5;A;;
1679;1659438707188.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438707188.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438707188.jpg;51.0283086 4.4810734 53.099999999999994 1.96;510.283.086;44.810.734;510.283.086;44.810.734;53.099.999.999.999.900;1.96;1115;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Gouden Carolus;A;5;A;;
1680;1659438707188.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438707188.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438707188.jpg;51.0283086 4.4810734 53.099999999999994 1.96;510.283.086;44.810.734;510.283.086;44.810.734;53.099.999.999.999.900;1.96;1115;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;3;;Omer;A;5;A;;
1681;1659438883830.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438883830.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438883830.jpg;51.0283276 4.4809196 50.8 1.66;510.283.276;44.809.196;510.283.276;44.809.196;50.8;1.66;1116;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Stella artois;A;5;A;;
1682;1659438883830.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438883830.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438883830.jpg;51.0283276 4.4809196 50.8 1.66;510.283.276;44.809.196;510.283.276;44.809.196;50.8;1.66;1116;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Gouden Carolus;A;5;A;;
1683;1659438883830.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438883830.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438883830.jpg;51.0283276 4.4809196 50.8 1.66;510.283.276;44.809.196;510.283.276;44.809.196;50.8;1.66;1116;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;3;;Duvel;A;5;A;;
1684;1659438883830.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659438883830.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659438883830.jpg;51.0283276 4.4809196 50.8 1.66;510.283.276;44.809.196;510.283.276;44.809.196;50.8;1.66;1116;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;3;N;;;;;4;;Rombouts;NA;;NA;;
1685;1659439205691.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439205691.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439205691.jpg;51.0305063 4.4822984 69.4 1.866;510.305.063;44.822.984;510.305.063;44.822.984;69.4;1.866;1117;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;7;N;;;;;1;;Cafe het maanlicht;NA;;NA;;
1686;1659439205691.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439205691.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439205691.jpg;51.0305063 4.4822984 69.4 1.866;510.305.063;44.822.984;510.305.063;44.822.984;69.4;1.866;1117;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Duvel;A;5;A;;
1687;1659439205691.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439205691.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439205691.jpg;51.0305063 4.4822984 69.4 1.866;510.305.063;44.822.984;510.305.063;44.822.984;69.4;1.866;1117;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;3;;Gouden Carolus;A;5;A;;
1688;1659439216002.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439216002.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439216002.jpg;51.0305197 4.482329 65.0 2.433;510.305.197;4.482.329;510.305.197;4.482.329;65;2.433;1118;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;;Vesper;Gouden Carolus;A;5;A;;
1689;1659439229631.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439229631.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439229631.jpg;51.0305233 4.4823233 64.8 1.766;510.305.233;44.823.233;510.305.233;44.823.233;64.8;1.766;1119;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;1;St. Bernardus icoon;;;1;;St. Bernardus;A;5;A;;
1690;1659439229631.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439229631.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439229631.jpg;51.0305233 4.4823233 64.8 1.766;510.305.233;44.823.233;510.305.233;44.823.233;64.8;1.766;1119;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Geuze boon;A;5;A;;
1691;1659439242309.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439242309.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439242309.jpg;51.0305182 4.4822671 60.5 2.15;510.305.182;44.822.671;510.305.182;44.822.671;60.5;2.15;1120;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Troubadour ;A;5;A;;
1692;1659439254665.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439254665.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439254665.jpg;51.0304943 4.482281 57.699999999999996 2.66;510.304.943;4.482.281;510.304.943;4.482.281;57.699.999.999.999.900;2.66;1121;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Gouden Carolus;A;5;A;;
1693;1659439266209.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439266209.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439266209.jpg;51.0304768 4.4822327 56.599999999999994 1.78;510.304.768;44.822.327;510.304.768;44.822.327;56.599.999.999.999.900;1.78;1122;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Gouden Carolus;A;5;A;;
1694;1659439574422.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439574422.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439574422.jpg;51.029042 4.4797664 55.9 2.366;51.029.042;44.797.664;51.029.042;44.797.664;55.9;2.366;1123;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Omer;A;5;A;;
1695;1659439574422.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439574422.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439574422.jpg;51.029042 4.4797664 55.9 2.366;51.029.042;44.797.664;51.029.042;44.797.664;55.9;2.366;1123;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;6;N;;;;;2;;Restaurant Zorba;NA;;NA;;
1696;1659439586798.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1659439586798.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F0978f599-6281-455b-930e-6c61678efdff%2F1659439586798.jpg;51.0290564 4.4798152 54.4 2.383;510.290.564;44.798.152;510.290.564;44.798.152;54.4;2.383;1124;Voedingsadvertenties;53;173439621;0978f599-6281-455b-930e-6c61678efdff;2022-08-02T13:40:45;;;submitted_via_web;vincentsmets;;9;N;;;;;;;Omer;A;5;A;;
